description,color,category,tokens_clean
"Elbise - uzun Her gardıropta olması gereken bu elbise, likralı kumaş içeriğiyle şık tasarım, rahat kalıp, düğmeli model ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, rahat kalıp, düğmeli model, esnek yapı",siyah,elbise,"['elbise', 'uzun', 'gardıropta', 'olması', 'gereken', 'elbise', 'likralı', 'kumaş', 'içeriğiyle', 'şık', 'tasarım', 'rahat', 'kalıp', 'düğmeli', 'model', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'rahat', 'kalıp', 'düğmeli', 'model', 'esnek', 'yapı']"
"Bluz - kruvaze saten tercih edilerek üretilen bu bluz, kolay ütülenir, esnek yapı ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, esnek yapı, yumuşak doku",lacivert,bluz,"['bluz', 'kruvaze', 'saten', 'tercih', 'edilerek', 'üretilen', 'bluz', 'kolay', 'ütülenir', 'esnek', 'yapı', 'yumuşak', 'doku', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'esnek', 'yapı', 'yumuşak', 'doku']"
"Çanta - el çantası Bu özel tasarım çanta, saten yapısıyla yumuşak doku, şık tasarım, esnek yapı ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, şık tasarım, esnek yapı, düğmeli model",lacivert,çanta,"['çanta', 'el', 'çantası', 'özel', 'tasarım', 'çanta', 'saten', 'yapısıyla', 'yumuşak', 'doku', 'şık', 'tasarım', 'esnek', 'yapı', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'şık', 'tasarım', 'esnek', 'yapı', 'düğmeli', 'model']"
"Ceket - düğmeli Ceket modeli, saten kumaştan üretilmiş olup düğmeli model, nefes alabilir kumaş, kolay ütülenir ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, kolay ütülenir, esnek yapı",bej,ceket,"['ceket', 'düğmeli', 'ceket', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'esnek', 'yapı']"
"Hırka - örgü Hırka modeli, likralı kumaş kumaştan üretilmiş olup nefes alabilir kumaş ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",siyah,hırka,"['hırka', 'örgü', 'hırka', 'modeli', 'likralı', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli']"
"T-shirt - oversize Bu özel tasarım t-shirt, polyester yapısıyla şık tasarım, düğmeli model ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, düğmeli model, nefes alabilir kumaş",gri,t-shirt,"['tshirt', 'oversize', 'özel', 'tasarım', 'tshirt', 'polyester', 'yapısıyla', 'şık', 'tasarım', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş']"
"Pantolon - dar paça Her gardıropta olması gereken bu pantolon, saten içeriğiyle nefes alabilir kumaş, şık tasarım, düğmeli model ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım, düğmeli model, rahat kalıp",lacivert,pantolon,"['pantolon', 'dar', 'paça', 'gardıropta', 'olması', 'gereken', 'pantolon', 'saten', 'içeriğiyle', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'düğmeli', 'model', 'rahat', 'kalıp', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'düğmeli', 'model', 'rahat', 'kalıp']"
"Hırka - örgü Hırka modeli, örme kumaş kumaştan üretilmiş olup nefes alabilir kumaş ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun",pembe,hırka,"['hırka', 'örgü', 'hırka', 'modeli', 'örme', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun']"
"Gömlek - uzun kollu Yeni sezonun favori parçalarından biri olan bu gömlek, örme kumaş kumaşı sayesinde şık tasarım, günlük kullanım için uygun ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, nefes alabilir kumaş",lacivert,gömlek,"['gömlek', 'uzun', 'kollu', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'gömlek', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş']"
"T-shirt - basic T-shirt modeli, örme kumaş kumaştan üretilmiş olup yumuşak doku, düğmeli model ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, düğmeli model, şık tasarım",kırmızı,t-shirt,"['tshirt', 'basic', 'tshirt', 'modeli', 'örme', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'yumuşak', 'doku', 'düğmeli', 'model', 'şık', 'tasarım', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model', 'şık', 'tasarım']"
"T-shirt - baskılı Yeni sezonun favori parçalarından biri olan bu t-shirt, örme kumaş kumaşı sayesinde nefes alabilir kumaş ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, kolay ütülenir",mavi,t-shirt,"['tshirt', 'baskılı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'tshirt', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir']"
"Gömlek - klasik yaka Her gardıropta olması gereken bu gömlek, %100 pamuk içeriğiyle esnek yapı, çift cepli ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, çift cepli, düğmeli model",kırmızı,gömlek,"['gömlek', 'klasik', 'yaka', 'gardıropta', 'olması', 'gereken', 'gömlek', 'pamuk', 'içeriğiyle', 'esnek', 'yapı', 'çift', 'cepli', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'çift', 'cepli', 'düğmeli', 'model']"
"Bluz - volanlı Her gardıropta olması gereken bu bluz, saten içeriğiyle şık tasarım, yumuşak doku ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, yumuşak doku, kolay ütülenir",pembe,bluz,"['bluz', 'volanlı', 'gardıropta', 'olması', 'gereken', 'bluz', 'saten', 'içeriğiyle', 'şık', 'tasarım', 'yumuşak', 'doku', 'kolay', 'ütülenir', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'yumuşak', 'doku', 'kolay', 'ütülenir']"
"Gömlek - düğmeli Bu özel tasarım gömlek, %100 pamuk yapısıyla şık tasarım, günlük kullanım için uygun ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, çift cepli",siyah,gömlek,"['gömlek', 'düğmeli', 'özel', 'tasarım', 'gömlek', 'pamuk', 'yapısıyla', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli']"
"Çanta - omuz çantası Çanta modeli, %100 pamuk kumaştan üretilmiş olup esnek yapı, şık tasarım ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, şık tasarım, kolay ütülenir",pembe,çanta,"['çanta', 'omuz', 'çantası', 'çanta', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'esnek', 'yapı', 'şık', 'tasarım', 'kolay', 'ütülenir', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'şık', 'tasarım', 'kolay', 'ütülenir']"
"Sweatshirt - fermuarlı %100 pamuk tercih edilerek üretilen bu sweatshirt, yumuşak doku, günlük kullanım için uygun ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun, esnek yapı",gri,sweatshirt,"['sweatshirt', 'fermuarlı', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı']"
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, likralı kumaş içeriğiyle şık tasarım ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, yumuşak doku",kırmızı,bluz,"['bluz', 'dantel', 'detaylı', 'gardıropta', 'olması', 'gereken', 'bluz', 'likralı', 'kumaş', 'içeriğiyle', 'şık', 'tasarım', 'yumuşak', 'doku', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'yumuşak', 'doku']"
"Bluz - kruvaze Bluz modeli, likralı kumaş kumaştan üretilmiş olup şık tasarım, esnek yapı, çift cepli ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, esnek yapı, çift cepli, günlük kullanım için uygun",gri,bluz,"['bluz', 'kruvaze', 'bluz', 'modeli', 'likralı', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'şık', 'tasarım', 'esnek', 'yapı', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'esnek', 'yapı', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun']"
"Bluz - omzu açık Her gardıropta olması gereken bu bluz, likralı kumaş içeriğiyle günlük kullanım için uygun ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model",mor,bluz,"['bluz', 'omzu', 'açık', 'gardıropta', 'olması', 'gereken', 'bluz', 'likralı', 'kumaş', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model']"
"Elbise - v yaka Her gardıropta olması gereken bu elbise, örme kumaş içeriğiyle çift cepli ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, yumuşak doku",beyaz,elbise,"['elbise', 'v', 'yaka', 'gardıropta', 'olması', 'gereken', 'elbise', 'örme', 'kumaş', 'içeriğiyle', 'çift', 'cepli', 'yumuşak', 'doku', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'yumuşak', 'doku']"
"Bluz - kruvaze Yeni sezonun favori parçalarından biri olan bu bluz, saten kumaşı sayesinde şık tasarım, düğmeli model ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, düğmeli model, esnek yapı",bej,bluz,"['bluz', 'kruvaze', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'bluz', 'saten', 'kumaşı', 'sayesinde', 'şık', 'tasarım', 'düğmeli', 'model', 'esnek', 'yapı', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'düğmeli', 'model', 'esnek', 'yapı']"
"Çanta - sırt çantası Yeni sezonun favori parçalarından biri olan bu çanta, saten kumaşı sayesinde düğmeli model ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, esnek yapı",beyaz,çanta,"['çanta', 'sırt', 'çantası', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'çanta', 'saten', 'kumaşı', 'sayesinde', 'düğmeli', 'model', 'esnek', 'yapı', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'esnek', 'yapı']"
"Hırka - cepli Yeni sezonun favori parçalarından biri olan bu hırka, polyester kumaşı sayesinde nefes alabilir kumaş ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp",pembe,hırka,"['hırka', 'cepli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'hırka', 'polyester', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp']"
"Hırka - cepli Bu özel tasarım hırka, %100 pamuk yapısıyla çift cepli, rahat kalıp, şık tasarım ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, rahat kalıp, şık tasarım, düğmeli model",lacivert,hırka,"['hırka', 'cepli', 'özel', 'tasarım', 'hırka', 'pamuk', 'yapısıyla', 'çift', 'cepli', 'rahat', 'kalıp', 'şık', 'tasarım', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'rahat', 'kalıp', 'şık', 'tasarım', 'düğmeli', 'model']"
"Bluz - dantel detaylı %100 pamuk tercih edilerek üretilen bu bluz, yumuşak doku, düğmeli model ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, düğmeli model, nefes alabilir kumaş",beyaz,bluz,"['bluz', 'dantel', 'detaylı', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'bluz', 'yumuşak', 'doku', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş']"
"Ceket - düğmeli Ceket modeli, %100 pamuk kumaştan üretilmiş olup nefes alabilir kumaş, şık tasarım, esnek yapı ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım, esnek yapı, çift cepli",gri,ceket,"['ceket', 'düğmeli', 'ceket', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'esnek', 'yapı', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'esnek', 'yapı', 'çift', 'cepli']"
"Etek - kalem Her gardıropta olması gereken bu etek, polyester içeriğiyle esnek yapı ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",mor,etek,"['etek', 'kalem', 'gardıropta', 'olması', 'gereken', 'etek', 'polyester', 'içeriğiyle', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun']"
"Bluz - kruvaze Bluz modeli, polyester kumaştan üretilmiş olup günlük kullanım için uygun, çift cepli, rahat kalıp ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, rahat kalıp, kolay ütülenir",mor,bluz,"['bluz', 'kruvaze', 'bluz', 'modeli', 'polyester', 'kumaştan', 'üretilmiş', 'olup', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'rahat', 'kalıp', 'kolay', 'ütülenir']"
"Pantolon - rahat kesim Her gardıropta olması gereken bu pantolon, %100 pamuk içeriğiyle kolay ütülenir, günlük kullanım için uygun, yumuşak doku ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, yumuşak doku, şık tasarım",yeşil,pantolon,"['pantolon', 'rahat', 'kesim', 'gardıropta', 'olması', 'gereken', 'pantolon', 'pamuk', 'içeriğiyle', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'şık', 'tasarım', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'şık', 'tasarım']"
"Pantolon - yüksek bel Bu özel tasarım pantolon, %100 pamuk yapısıyla yumuşak doku, nefes alabilir kumaş ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, düğmeli model",kırmızı,pantolon,"['pantolon', 'yüksek', 'bel', 'özel', 'tasarım', 'pantolon', 'pamuk', 'yapısıyla', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model']"
"T-shirt - basic Her gardıropta olması gereken bu t-shirt, %100 pamuk içeriğiyle kolay ütülenir, esnek yapı ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, esnek yapı, rahat kalıp",gri,t-shirt,"['tshirt', 'basic', 'gardıropta', 'olması', 'gereken', 'tshirt', 'pamuk', 'içeriğiyle', 'kolay', 'ütülenir', 'esnek', 'yapı', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'esnek', 'yapı', 'rahat', 'kalıp']"
"Hırka - düğmeli Bu özel tasarım hırka, likralı kumaş yapısıyla kolay ütülenir, şık tasarım ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, şık tasarım, çift cepli",lacivert,hırka,"['hırka', 'düğmeli', 'özel', 'tasarım', 'hırka', 'likralı', 'kumaş', 'yapısıyla', 'kolay', 'ütülenir', 'şık', 'tasarım', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'şık', 'tasarım', 'çift', 'cepli']"
"Gömlek - düğmeli Yeni sezonun favori parçalarından biri olan bu gömlek, polyester kumaşı sayesinde düğmeli model ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, kolay ütülenir",gri,gömlek,"['gömlek', 'düğmeli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'gömlek', 'polyester', 'kumaşı', 'sayesinde', 'düğmeli', 'model', 'kolay', 'ütülenir', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'kolay', 'ütülenir']"
"T-shirt - basic %100 pamuk tercih edilerek üretilen bu t-shirt, günlük kullanım için uygun ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı",yeşil,t-shirt,"['tshirt', 'basic', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'tshirt', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı']"
