description,color,category
"Hırka - örgü Yeni sezonun favori parçalarından biri olan bu hırka, %100 pamuk kumaşı sayesinde nefes alabilir kumaş ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",bej,hırka
"Çanta - sırt çantası Bu özel tasarım çanta, kot kumaş yapısıyla düğmeli model, yumuşak doku ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, yumuşak doku, kolay ütülenir",lacivert,çanta
"T-shirt - baskılı T-shirt modeli, likralı kumaş kumaştan üretilmiş olup rahat kalıp, esnek yapı, düğmeli model ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, esnek yapı, düğmeli model, çift cepli",bej,t-shirt
"Elbise - uzun Bu özel tasarım elbise, deri görünümlü yapısıyla kolay ütülenir ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş",mavi,elbise
"Çanta - el çantası Bu özel tasarım çanta, viskon yapısıyla yumuşak doku, nefes alabilir kumaş, günlük kullanım için uygun ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, günlük kullanım için uygun, düğmeli model",beyaz,çanta
"Ceket - astar detaylı Her gardıropta olması gereken bu ceket, likralı kumaş içeriğiyle esnek yapı ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş",siyah,ceket
"Etek - asimetri kesim likralı kumaş tercih edilerek üretilen bu etek, nefes alabilir kumaş ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku",mor,etek
"Ceket - astar detaylı Ceket modeli, örme kumaş kumaştan üretilmiş olup düğmeli model, şık tasarım, günlük kullanım için uygun ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, şık tasarım, günlük kullanım için uygun, nefes alabilir kumaş",beyaz,ceket
"Ceket - astar detaylı Bu özel tasarım ceket, polyester yapısıyla çift cepli ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, esnek yapı",lacivert,ceket
"Elbise - dantel detaylı Bu özel tasarım elbise, örme kumaş yapısıyla esnek yapı ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, kolay ütülenir",bej,elbise
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, deri görünümlü içeriğiyle düğmeli model, kolay ütülenir ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, kolay ütülenir, rahat kalıp",mavi,bluz
"Etek - mini Etek modeli, viskon kumaştan üretilmiş olup günlük kullanım için uygun ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",pembe,etek
"Hırka - cepli Bu özel tasarım hırka, polyester yapısıyla rahat kalıp, çift cepli, şık tasarım ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, çift cepli, şık tasarım, esnek yapı",yeşil,hırka
"Etek - asimetri kesim Bu özel tasarım etek, kot kumaş yapısıyla yumuşak doku ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",mavi,etek
"Etek - kalem Her gardıropta olması gereken bu etek, polyester içeriğiyle yumuşak doku, günlük kullanım için uygun ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun, kolay ütülenir",yeşil,etek
"Pantolon - yüksek bel Bu özel tasarım pantolon, saten yapısıyla rahat kalıp ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, çift cepli",siyah,pantolon
"T-shirt - basic Yeni sezonun favori parçalarından biri olan bu t-shirt, likralı kumaş kumaşı sayesinde yumuşak doku, esnek yapı ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, esnek yapı, günlük kullanım için uygun",mor,t-shirt
"Elbise - uzun Her gardıropta olması gereken bu elbise, %100 pamuk içeriğiyle günlük kullanım için uygun, şık tasarım, yumuşak doku ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, yumuşak doku, çift cepli",yeşil,elbise
"Ceket - kruvaze Her gardıropta olması gereken bu ceket, %100 pamuk içeriğiyle düğmeli model, çift cepli ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, çift cepli, esnek yapı",lacivert,ceket
"Gömlek - slim fit saten tercih edilerek üretilen bu gömlek, esnek yapı, düğmeli model ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, düğmeli model, şık tasarım",beyaz,gömlek
"Gömlek - klasik yaka deri görünümlü tercih edilerek üretilen bu gömlek, yumuşak doku, esnek yapı ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, esnek yapı, kolay ütülenir",pembe,gömlek
"Pantolon - lastikli Pantolon modeli, %100 pamuk kumaştan üretilmiş olup şık tasarım, nefes alabilir kumaş ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş, günlük kullanım için uygun",mor,pantolon
"Pantolon - dar paça kot kumaş tercih edilerek üretilen bu pantolon, rahat kalıp, yumuşak doku, günlük kullanım için uygun ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, yumuşak doku, günlük kullanım için uygun, kolay ütülenir",kırmızı,pantolon
"Bluz - dantel detaylı Yeni sezonun favori parçalarından biri olan bu bluz, likralı kumaş kumaşı sayesinde yumuşak doku, esnek yapı, kolay ütülenir ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, esnek yapı, kolay ütülenir, düğmeli model",mor,bluz
"Etek - mini Her gardıropta olması gereken bu etek, viskon içeriğiyle şık tasarım, düğmeli model, kolay ütülenir ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, düğmeli model, kolay ütülenir, günlük kullanım için uygun",mor,etek
"Bluz - omzu açık deri görünümlü tercih edilerek üretilen bu bluz, günlük kullanım için uygun, şık tasarım ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, kolay ütülenir",siyah,bluz
"Çanta - sırt çantası Çanta modeli, likralı kumaş kumaştan üretilmiş olup kolay ütülenir, rahat kalıp, şık tasarım ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, rahat kalıp, şık tasarım, günlük kullanım için uygun",mavi,çanta
"Sweatshirt - baskılı Her gardıropta olması gereken bu sweatshirt, polyester içeriğiyle yumuşak doku, şık tasarım, düğmeli model ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, şık tasarım, düğmeli model, çift cepli",yeşil,sweatshirt
"Elbise - askılı Bu özel tasarım elbise, deri görünümlü yapısıyla esnek yapı, günlük kullanım için uygun, kolay ütülenir ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, kolay ütülenir, düğmeli model",mor,elbise
"Bluz - kruvaze deri görünümlü tercih edilerek üretilen bu bluz, kolay ütülenir, esnek yapı, çift cepli ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, esnek yapı, çift cepli, rahat kalıp",pembe,bluz
"Sweatshirt - baskılı Bu özel tasarım sweatshirt, polyester yapısıyla düğmeli model ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, yumuşak doku",pembe,sweatshirt
"Gömlek - klasik yaka Gömlek modeli, %100 pamuk kumaştan üretilmiş olup kolay ütülenir, düğmeli model ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, düğmeli model, esnek yapı",mavi,gömlek
"Çanta - omuz çantası Yeni sezonun favori parçalarından biri olan bu çanta, saten kumaşı sayesinde kolay ütülenir, günlük kullanım için uygun ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, şık tasarım",mor,çanta
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, polyester yapısıyla yumuşak doku, düğmeli model, nefes alabilir kumaş ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, düğmeli model, nefes alabilir kumaş, esnek yapı",mor,sweatshirt
"Etek - mini Her gardıropta olması gereken bu etek, örme kumaş içeriğiyle çift cepli, günlük kullanım için uygun ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun, kolay ütülenir",yeşil,etek
"Pantolon - yüksek bel Yeni sezonun favori parçalarından biri olan bu pantolon, saten kumaşı sayesinde yumuşak doku, kolay ütülenir ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, kolay ütülenir, rahat kalıp",bej,pantolon
"Bluz - dantel detaylı Bu özel tasarım bluz, deri görünümlü yapısıyla şık tasarım, günlük kullanım için uygun, yumuşak doku ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, yumuşak doku, esnek yapı",gri,bluz
"Sweatshirt - fermuarlı Her gardıropta olması gereken bu sweatshirt, saten içeriğiyle esnek yapı, günlük kullanım için uygun, şık tasarım ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, şık tasarım, rahat kalıp",beyaz,sweatshirt
"Çanta - sırt çantası Her gardıropta olması gereken bu çanta, deri görünümlü içeriğiyle çift cepli ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, rahat kalıp",gri,çanta
"Gömlek - klasik yaka saten tercih edilerek üretilen bu gömlek, şık tasarım, günlük kullanım için uygun ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, nefes alabilir kumaş",mavi,gömlek
"Hırka - düğmeli polyester tercih edilerek üretilen bu hırka, kolay ütülenir ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş",mor,hırka
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, likralı kumaş yapısıyla nefes alabilir kumaş, düğmeli model ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, şık tasarım",lacivert,sweatshirt
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, likralı kumaş kumaşı sayesinde rahat kalıp ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş",beyaz,çanta
"Bluz - omzu açık Her gardıropta olması gereken bu bluz, polyester içeriğiyle esnek yapı, günlük kullanım için uygun, düğmeli model ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, düğmeli model, kolay ütülenir",yeşil,bluz
"Bluz - omzu açık Bluz modeli, örme kumaş kumaştan üretilmiş olup şık tasarım ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş",pembe,bluz
"Pantolon - yüksek bel deri görünümlü tercih edilerek üretilen bu pantolon, günlük kullanım için uygun, nefes alabilir kumaş, şık tasarım ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, şık tasarım, kolay ütülenir",kırmızı,pantolon
"Etek - kalem kot kumaş tercih edilerek üretilen bu etek, nefes alabilir kumaş, yumuşak doku ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, kolay ütülenir",beyaz,etek
"Gömlek - düğmeli Bu özel tasarım gömlek, örme kumaş yapısıyla nefes alabilir kumaş, esnek yapı, kolay ütülenir ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, kolay ütülenir, yumuşak doku",beyaz,gömlek
"Bluz - volanlı Yeni sezonun favori parçalarından biri olan bu bluz, polyester kumaşı sayesinde düğmeli model, kolay ütülenir, rahat kalıp ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, kolay ütülenir, rahat kalıp, yumuşak doku",mavi,bluz
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, viskon kumaşı sayesinde düğmeli model, yumuşak doku ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, yumuşak doku, kolay ütülenir",bej,çanta
"Bluz - dantel detaylı %100 pamuk tercih edilerek üretilen bu bluz, yumuşak doku, rahat kalıp ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, rahat kalıp, esnek yapı",siyah,bluz
"Sweatshirt - kapüşonlu %100 pamuk tercih edilerek üretilen bu sweatshirt, düğmeli model ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, rahat kalıp",yeşil,sweatshirt
"Pantolon - yüksek bel viskon tercih edilerek üretilen bu pantolon, nefes alabilir kumaş ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp",gri,pantolon
"T-shirt - oversize Her gardıropta olması gereken bu t-shirt, deri görünümlü içeriğiyle rahat kalıp ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, esnek yapı",mavi,t-shirt
"T-shirt - oversize Yeni sezonun favori parçalarından biri olan bu t-shirt, örme kumaş kumaşı sayesinde rahat kalıp, günlük kullanım için uygun, esnek yapı ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun, esnek yapı, yumuşak doku",bej,t-shirt
"Pantolon - yüksek bel Pantolon modeli, viskon kumaştan üretilmiş olup günlük kullanım için uygun ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp",beyaz,pantolon
"T-shirt - bisiklet yaka Yeni sezonun favori parçalarından biri olan bu t-shirt, likralı kumaş kumaşı sayesinde günlük kullanım için uygun, yumuşak doku ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, düğmeli model",yeşil,t-shirt
"Pantolon - dar paça Yeni sezonun favori parçalarından biri olan bu pantolon, kot kumaş kumaşı sayesinde çift cepli ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, kolay ütülenir",gri,pantolon
"Etek - pileli Bu özel tasarım etek, %100 pamuk yapısıyla esnek yapı, rahat kalıp, nefes alabilir kumaş ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, rahat kalıp, nefes alabilir kumaş, günlük kullanım için uygun",siyah,etek
"Etek - pileli Her gardıropta olması gereken bu etek, viskon içeriğiyle kolay ütülenir, düğmeli model ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, düğmeli model, şık tasarım",siyah,etek
